餐廳名稱,地址,餐廳連結,latitude,longitude,distance,st_score,st_price,st_total_com,st_tag
阿爸の芋圓 樂華店,234新北市永和區保平路18巷1號 ,https://www.google.com/maps/place/%E9%98%BF%E7%88%B8%E3%81%AE%E8%8A%8B%E5%9C%93+%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9dcff982869:0x51ad8b29047e9216!8m2!3d25.0076477!4d121.5123365!16s%2Fg%2F1ptzzyg1v!19sChIJaSiY_9ypQjQRFpJ-BCmLrVE?authuser=0&hl=zh-TW&rclk=1,25.0076477,121.5097616,0.1130484151153632,4.3,$1-200,5541,"['蔗', '芋圓', '芋泥', '湯圓', '粉圓', '樂華夜市', '糖水', '薏仁', '酒釀', '有點甜']"
快樂地瓜球（永和樂華總店）,234新北市永和區永平路59號 ,https://www.google.com/maps/place/%E5%BF%AB%E6%A8%82%E5%9C%B0%E7%93%9C%E7%90%83%EF%BC%88%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E7%B8%BD%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442a9c2e732f097:0xd03fb0bc9017c12c!8m2!3d25.0084253!4d121.512343!16s%2Fg%2F11c1n2b9xg!19sChIJl_Ay58KpQjQRLMEXkLywP9A?authuser=0&hl=zh-TW&rclk=1,25.0084253,121.5097681,0.0521535101677474,3.7,$1-200,628,"['口感', '炸', 'QQ', '包', '排隊', '樂華夜市', '梅', '內餡', '酥', '粉']"
老牌黑輪,234新北市永和區永平路152巷口號 樂華夜市中間靠三叉路 ,https://www.google.com/maps/place/%E8%80%81%E7%89%8C%E9%BB%91%E8%BC%AA/data=!4m7!3m6!1s0x3442a9c376022005:0x17d24d020103c74e!8m2!3d25.0085572!4d121.5112963!16s%2Fg%2F1v2gbf_m!19sChIJBSACdsOpQjQRTscDAQJN0hc?authuser=0&hl=zh-TW&rclk=1,25.0085572,121.5087214,0.1556243260814847,3.7,$1-200,163,"['價格', '樂華夜市', '小吃', '豆皮', '蘿蔔', '冷', '米血', '王子麵', '高麗菜捲', '火鍋']"
下港排骨酥湯（僅外帶）,234新北市永和區保平路14號 ,https://www.google.com/maps/place/%E4%B8%8B%E6%B8%AF%E6%8E%92%E9%AA%A8%E9%85%A5%E6%B9%AF%EF%BC%88%E5%83%85%E5%A4%96%E5%B8%B6%EF%BC%89/data=!4m7!3m6!1s0x3442a9c2c75a2551:0x1d53b0e4301cd93a!8m2!3d25.0076463!4d121.5126053!16s%2Fg%2F1w15x3_4!19sChIJUSVax8KpQjQROtkcMOSwUx0?authuser=0&hl=zh-TW&rclk=1,25.0076463,121.5100304,0.1039248538455397,4.2,$1-200,2316,"['軟骨', '白菜', '酸菜', '樂華夜市', '油豆腐', '魚鬆', '雞湯', '香菇', '冬瓜', '筒仔米糕']"
好吃雞肉【樂華店】,234新北市永和區永平路147號 ,https://www.google.com/maps/place/%E5%A5%BD%E5%90%83%E9%9B%9E%E8%82%89%E3%80%90%E6%A8%82%E8%8F%AF%E5%BA%97%E3%80%91/data=!4m7!3m6!1s0x3442a9214313e4c7:0xec04eedb46b09d3d!8m2!3d25.008512!4d121.511081!16s%2Fg%2F11frqwld54!19sChIJx-QTQyGpQjQRPZ2wRtvuBOw?authuser=0&hl=zh-TW&rclk=1,25.008512,121.5085061,0.1774374021831763,3.4,$1-200,216,"['雞油', '雞腿', '竹筍', '骨頭', '白菜', '便當', '雞肉飯', '夜市', '油雞', '油飯']"
金門伯鹽酥雞（樂華夜市）,234新北市永和區永平路185號 ,https://www.google.com/maps/place/%E9%87%91%E9%96%80%E4%BC%AF%E9%B9%BD%E9%85%A5%E9%9B%9E%EF%BC%88%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%EF%BC%89/data=!4m7!3m6!1s0x3442a9005f54f863:0x31f1d300445ab29f!8m2!3d25.0093295!4d121.5102147!16s%2Fg%2F11x2p_12qr!19sChIJY_hUXwCpQjQRn7JaRADT8TE?authuser=0&hl=zh-TW&rclk=1,25.0093295,121.5076398,0.2781776163991871,5.0,,1,[]
樂華素食,234新北市永和區永平路38號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E7%B4%A0%E9%A3%9F/data=!4m7!3m6!1s0x3442a9c28c405f35:0x648fc250a51652b5!8m2!3d25.0088852!4d121.5128988!16s%2Fg%2F11c539qg8q!19sChIJNV9AjMKpQjQRtVIWpVDCj2Q?authuser=0&hl=zh-TW&rclk=1,25.0088852,121.5103239,0.0365206163880965,4.5,$1-200,216,"['湯', '竹筍', '小菜', '價格', '選擇', '夜市', '圓', '便當', '油豆腐', '排隊']"
（高）樂華潤餅捲,234新北市永和區永平路164號 ,https://www.google.com/maps/place/%EF%BC%88%E9%AB%98%EF%BC%89%E6%A8%82%E8%8F%AF%E6%BD%A4%E9%A4%85%E6%8D%B2/data=!4m7!3m6!1s0x3442a9c39f92000d:0xb1c8b3b77ac098a5!8m2!3d25.0088335!4d121.5108428!16s%2Fg%2F1pzyn0q5_!19sChIJDQCSn8OpQjQRpZjAerezyLE?authuser=0&hl=zh-TW&rclk=1,25.0088335,121.5082679,0.2036641136507262,3.9,$1-200,150,"['芥末', '花生粉', '豆芽菜', '割包', '樂華夜市', '排隊', '高麗菜', '價格', '肉鬆', '口感']"
方家園臭豆腐,234新北市永和區永平路26號 ,https://www.google.com/maps/place/%E6%96%B9%E5%AE%B6%E5%9C%92%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a9c2bc9706a1:0x88ecbb1bb896ec8f!8m2!3d25.0089094!4d121.513289!16s%2Fg%2F1td4xk8_!19sChIJoQaXvMKpQjQRj-yWuBu77Ig?authuser=0&hl=zh-TW&rclk=1,25.0089094,121.5107141,0.0597397908297505,3.9,$1-200,290,"['泡菜', '樂華夜市', '酥脆', '湯', '汁', '口感', '酸', '炸臭豆腐', '辣醬', '外帶']"
樂華夜市 正宗川麻辣臭豆腐,234新北市永和區永平路164號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82+%E6%AD%A3%E5%AE%97%E5%B7%9D%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a9716c062c9b:0x84a27bc4709d0960!8m2!3d25.008912!4d121.5109143!16s%2Fg%2F11tjmqfcz_!19sChIJmywGbHGpQjQRYAmdcMR7ooQ?authuser=0&hl=zh-TW&rclk=1,25.008912,121.5083394,0.1980557123025363,3.9,$1-200,95,"['鴨血', '湯', '價格', '魚乾', '香菇', '酸菜', '碗', '選擇', '鹹', '蝦仁']"
好雞匯鹹水雞-樂華夜市,234新北市永和區保平路18巷19號一級棒烤肉對面 ,https://www.google.com/maps/place/%E5%A5%BD%E9%9B%9E%E5%8C%AF%E9%B9%B9%E6%B0%B4%E9%9B%9E-%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x3442a9c2c30b1ea3:0xefc8603c09fc7357!8m2!3d25.007965!4d121.511874!16s%2Fg%2F11g8_116sy!19sChIJox4Lw8KpQjQRV3P8CTxgyO8?authuser=0&hl=zh-TW&rclk=1,25.007965,121.5092991,0.117542146453828,4.4,$1-200,114,"['小菜', '胡椒', '套餐', '口味', '外送', '價格', '煙燻', '滷', '蒟蒻', '鹽水']"
QQ王子地瓜球,234新北市永和區永平路路上(樂華夜市內 ,https://www.google.com/maps/place/QQ%E7%8E%8B%E5%AD%90%E5%9C%B0%E7%93%9C%E7%90%83/data=!4m7!3m6!1s0x3442a9c30c8db583:0x995d5231ff16339e!8m2!3d25.0094475!4d121.5100696!16s%2Fg%2F1tdy6rxt!19sChIJg7WNDMOpQjQRnjMW_zFSXZk?authuser=0&hl=zh-TW&rclk=1,25.0094475,121.5074947,0.2962312142189721,3.4,$1-200,145,"['樂華夜市', '炸', '包', '粉', '口感', '梅', '價格', '甜', '酥脆', '燒焦']"
小島湖 · 一口酥臭豆腐［樂華總店］,234新北市永和區永平路81巷2號 ,https://www.google.com/maps/place/%E5%B0%8F%E5%B3%B6%E6%B9%96+%C2%B7+%E4%B8%80%E5%8F%A3%E9%85%A5%E8%87%AD%E8%B1%86%E8%85%90%EF%BC%BB%E6%A8%82%E8%8F%AF%E7%B8%BD%E5%BA%97%EF%BC%BD/data=!4m7!3m6!1s0x3442a93207efdbb1:0x3bb02864e853ce79!8m2!3d25.008245!4d121.5115058!16s%2Fg%2F11h4g33rbt!19sChIJsdvvBzKpQjQRec5T6GQosDs?authuser=0&hl=zh-TW&rclk=1,25.008245,121.5089309,0.1389354120554586,4.4,$1-200,119,"['泡菜', '炸', '口感', '價格', '香', '酥脆', '夜市', '碗', '醬油', '大小']"
好吃當歸鴨,234新北市永和區永平路187號 ,https://www.google.com/maps/place/%E5%A5%BD%E5%90%83%E7%95%B6%E6%AD%B8%E9%B4%A8/data=!4m7!3m6!1s0x3442a9c30df5b885:0x9b1ba3dc6c30aca6!8m2!3d25.0093451!4d121.5101504!16s%2Fg%2F1tg4j21f!19sChIJhbj1DcOpQjQRpqwwbNyjG5s?authuser=0&hl=zh-TW&rclk=1,25.0086461,121.5087053,0.1575367317739568,3.4,$1-200,308,"['湯', '鴨肉', '碗', '麵線', '冬粉', '樂華夜市', '甜', '中藥', '錢', '外帶']"
何佳佳蔥油餅-樂華店(休假請看FB.IG.Google貼文),23444新北市永和區永平路186號 ,https://www.google.com/maps/place/%E4%BD%95%E4%BD%B3%E4%BD%B3%E8%94%A5%E6%B2%B9%E9%A4%85-%E6%A8%82%E8%8F%AF%E5%BA%97%28%E4%BC%91%E5%81%87%E8%AB%8B%E7%9C%8BFB.IG.Google%E8%B2%BC%E6%96%87%29/data=!4m7!3m6!1s0x3442a99e5115a047:0xb6f8f20aa4fc06e1!8m2!3d25.0093452!4d121.5104193!16s%2Fg%2F11hy9mzhqb!19sChIJR6AVUZ6pQjQR4Qb8pAry-LY?authuser=0&hl=zh-TW&rclk=1,25.0093452,121.5078444,0.2591734005395791,4.6,$1-200,204,"['胡椒', '梅子', '煎', '口感', '酥脆', '冷', '樂華夜市', '粉', '芥末', '鹽']"
巨無霸懷念潤餅捲（手工現做）,234新北市永和區永平路81巷6號 ,https://www.google.com/maps/place/%E5%B7%A8%E7%84%A1%E9%9C%B8%E6%87%B7%E5%BF%B5%E6%BD%A4%E9%A4%85%E6%8D%B2%EF%BC%88%E6%89%8B%E5%B7%A5%E7%8F%BE%E5%81%9A%EF%BC%89/data=!4m7!3m6!1s0x3442a976ca83e749:0x95e6fd9af7564768!8m2!3d25.0081564!4d121.5117395!16s%2Fg%2F11s20krgj8!19sChIJSeeDynapQjQRaEdW95r95pU?authuser=0&hl=zh-TW&rclk=1,25.0081564,121.5091646,0.1195680914471136,4.7,$1-200,150,"['豆芽菜', '高麗菜', '花生粉', '肉鬆', '豆干', '香菜', '酥', '紅糟', '紅燒肉', '飽足感']"
小么雞鹹水雞 新北永和樂華夜市店,234新北市永和區永平路 ,https://www.google.com/maps/place/%E5%B0%8F%E4%B9%88%E9%9B%9E%E9%B9%B9%E6%B0%B4%E9%9B%9E+%E6%96%B0%E5%8C%97%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E5%BA%97/data=!4m7!3m6!1s0x3442a9c310edc433:0x70af26e1a7961e78!8m2!3d25.0087774!4d121.5106594!16s%2Fg%2F12hkljggv!19sChIJM8TtEMOpQjQReB6Wp-Emr3A?authuser=0&hl=zh-TW&rclk=1,25.0087774,121.5080845,0.2212266634737338,4.3,$1-200,123,"['芭樂', '辣', '煙燻', '配菜', '調味', '口感', '價格', '柴', '鬼椒', '玉米筍']"
媛媛樂華煙燻滷味,234新北市永和區保平路18巷8號 ,https://www.google.com/maps/place/%E5%AA%9B%E5%AA%9B%E6%A8%82%E8%8F%AF%E7%85%99%E7%87%BB%E6%BB%B7%E5%91%B3/data=!4m7!3m6!1s0x3442a9997929b343:0x574e4b14e0d852e8!8m2!3d25.0077989!4d121.5120978!16s%2Fg%2F11pztsp2tt!19sChIJQ7MpeZmpQjQR6FLY4BRLTlc?authuser=0&hl=zh-TW&rclk=1,25.0077989,121.5095229,0.1126704312563425,3.6,$1-200,243,"['排隊', '鳳爪', '豆干', '腐皮捲', '百頁', '甜不辣', '翅', '香油', '樂華夜市', '雞腸']"
永和佳佳香鍋貼專賣店,234新北市永和區永和路一段114號 ,https://www.google.com/maps/place/%E6%B0%B8%E5%92%8C%E4%BD%B3%E4%BD%B3%E9%A6%99%E9%8D%8B%E8%B2%BC%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a9c2a38b529f:0xfd9c6f65ea7bb66f!8m2!3d25.0074588!4d121.5136458!16s%2Fg%2F1tw1bjjt!19sChIJn1KLo8KpQjQRb7Z76mVvnP0?authuser=0&hl=zh-TW&rclk=1,25.0074588,121.5110709,0.1467461904167338,3.5,$1-200,2918,"['酸辣湯', '內餡', '水餃', '韭黃', '機器', '勾芡', '煎餃', '豆漿', '樂華夜市', '柴魚']"
天使雞排-樂華店,234新北市永和區保平路19號 ,https://www.google.com/maps/place/%E5%A4%A9%E4%BD%BF%E9%9B%9E%E6%8E%92-%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9c28c1bee39:0xda24af88a9498bdb!8m2!3d25.0074895!4d121.5127212!16s%2Fg%2F11fzwcmgd0!19sChIJOe4bjMKpQjQR24tJqYivJNo?authuser=0&hl=zh-TW&rclk=1,25.0074895,121.5101463,0.1191892344659462,4.8,$1-200,5415,"['甜', '炸', '樂華夜市', '肉汁', 'line', '折價', '調味', '柴', 'ㄘ', '快遞']"
樂華夜市 白雪公豬 刈包,234新北市永和區永平路36號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82+%E7%99%BD%E9%9B%AA%E5%85%AC%E8%B1%AC+%E5%88%88%E5%8C%85/data=!4m7!3m6!1s0x3442a92aff798e37:0x73eedc6b849a06!8m2!3d25.0088479!4d121.5129952!16s%2Fg%2F11txcg3l02!19sChIJN455_yqpQjQRBpqEa9zucwA?authuser=0&hl=zh-TW&rclk=1,25.0088479,121.5104203,0.0356013954226584,4.9,$1-200,70,"['肉', '花生粉', '酸菜', '價格', '肥', '香菜', '滷', '選擇', '柴', '甜']"
一級棒炭烤（樂華夜市店）,234新北市永和區保福路一段23巷18號 ,https://www.google.com/maps/place/%E4%B8%80%E7%B4%9A%E6%A3%92%E7%82%AD%E7%83%A4%EF%BC%88%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442a9c2c2c1d8d7:0xa282e45806c7aaee!8m2!3d25.0080911!4d121.5120625!16s%2Fg%2F1wh4cklh!19sChIJ19jBwsKpQjQR7qrHBljkgqI?authuser=0&hl=zh-TW&rclk=1,25.0080911,121.5094876,0.0939585753418728,3.0,$200-400,197,"['價格', '衛生', '炸', '雞排', '口味', '燒烤', '臭豆腐', '櫛瓜', '整數', '線上點餐']"
大統牛排,234新北市永和區永平路70號 ,https://www.google.com/maps/place/%E5%A4%A7%E7%B5%B1%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x3442a9c2f28ec50d:0xca40e4774876ae7d!8m2!3d25.0085657!4d121.5122558!16s%2Fg%2F1tdpcx8n!19sChIJDcWO8sKpQjQRfa52SHfkQMo?authuser=0&hl=zh-TW&rclk=1,25.0085657,121.5096809,0.0587722264623974,3.3,$200-400,719,"['酥皮', '夜市', '吧', '濃湯', '通心粉', '紅茶', '生菜', '雞腿', '坐', '平日']"
樂華姐妹巨無霸豬血糕,234新北市永和區永平路32-34號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A7%90%E5%A6%B9%E5%B7%A8%E7%84%A1%E9%9C%B8%E8%B1%AC%E8%A1%80%E7%B3%95/data=!4m7!3m6!1s0x3442a9c28d71d7bf:0x94be39e15e643075!8m2!3d25.0088406!4d121.5130783!16s%2Fg%2F12m98nlyl!19sChIJv9dxjcKpQjQRdTBkXuE5vpQ?authuser=0&hl=zh-TW&rclk=1,25.0088406,121.5105034,0.0394100617666112,3.9,$1-200,61,"['花生', '價格', '辣', '香菜', '口感', '樂華夜市', '外帶', '包裝']"
龍涎居雞膳食坊 永和樂華店,234新北市永和區保平路18巷6號 ,https://www.google.com/maps/place/%E9%BE%8D%E6%B6%8E%E5%B1%85%E9%9B%9E%E8%86%B3%E9%A3%9F%E5%9D%8A+%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9c2c6b543e9:0x44ee16ba4d454fcd!8m2!3d25.0077288!4d121.5123889!16s%2Fg%2F11cmsc4z8k!19sChIJ6UO1xsKpQjQRzU9FTboW7kQ?authuser=0&hl=zh-TW&rclk=1,25.0077288,121.509814,0.1026496088686009,3.9,$200-400,400,"['雞湯', '麵線', '雞肉飯', '蛤蜊', '麻油', '柴', '樂華夜市', '剝皮辣椒', '藥膳', '豆乾']"
基隆美華大腸圈 永和總店,234新北市永和區永和路一段157號 ,https://www.google.com/maps/place/%E5%9F%BA%E9%9A%86%E7%BE%8E%E8%8F%AF%E5%A4%A7%E8%85%B8%E5%9C%88+%E6%B0%B8%E5%92%8C%E7%B8%BD%E5%BA%97/data=!4m7!3m6!1s0x3442a9e9d7e712f9:0x1667e837ab2ced93!8m2!3d25.0096373!4d121.5142919!16s%2Fg%2F11g6mc6qnm!19sChIJ-RLn1-mpQjQRk-0sqzfoZxY?authuser=0&hl=zh-TW&rclk=1,25.0096373,121.511717,0.1891411964298947,4.0,$1-200,780,"['小菜', '米粉', '糯米腸', '內臟', '油豆腐', '竹輪', '拼盤', '樂華夜市', '魚漿', '腸衣']"
重慶小麵酸辣粉,234新北市永和區永平路79號1 樓 ,https://www.google.com/maps/place/%E9%87%8D%E6%85%B6%E5%B0%8F%E9%BA%B5%E9%85%B8%E8%BE%A3%E7%B2%89/data=!4m7!3m6!1s0x3442a9669946cef5:0x4f029833b4f89ce!8m2!3d25.0083202!4d121.511762!16s%2Fg%2F11t156gsvj!19sChIJ9c5GmWapQjQRzolPO4Mp8AQ?authuser=0&hl=zh-TW&rclk=1,25.0083202,121.5091871,0.1118212020618669,3.9,$1-200,148,"['碗', '夜市', '涼麵', '配料', '道', '口感', '炒手', '花生', '調味', '辣油']"
肥豬的攤,23444新北市永和區保平路18巷13號 ,https://www.google.com/maps/place/%E8%82%A5%E8%B1%AC%E7%9A%84%E6%94%A4/data=!4m7!3m6!1s0x3442a9bb2f532bf1:0x96b24bfc4d550211!8m2!3d25.007813!4d121.5120626!16s%2Fg%2F11bzzz071m!19sChIJ8StTL7upQjQREQJVTfxLspY?authuser=0&hl=zh-TW&rclk=1,25.007813,121.5094877,0.1139176674970036,4.6,$200-400,1985,"['豆乳', '樂華', '紅糟', '年糕', '店面', '胡椒粉', '水果', '煉乳', '中藥', '黑糖']"
台灣G湯-樂華店,234新北市永和區永和路一段115-1號號 ,https://www.google.com/maps/place/%E5%8F%B0%E7%81%A3G%E6%B9%AF-%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9c2990b5839:0xedb74b27e41de4df!8m2!3d25.008092!4d121.5137972!16s%2Fg%2F11c5_6wq97!19sChIJOVgLmcKpQjQR3-Qd5CdLt-0?authuser=0&hl=zh-TW&rclk=1,25.008092,121.5112223,0.1098403772049832,3.8,$200-400,529,"['雞湯', '麵線', '鳳梨', '煮', '剝皮辣椒', '米血', '麻油雞', '人參', '何首烏', '下都']"
樂華夜市東石蚵仔煎,234新北市永和區永平路159號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E6%9D%B1%E7%9F%B3%E8%9A%B5%E4%BB%94%E7%85%8E/data=!4m7!3m6!1s0x3442a95a03273397:0xa7105efe2b73d293!8m2!3d25.008682!4d121.5107791!16s%2Fg%2F11t3_82cgv!19sChIJlzMnA1qpQjQRk9JzK_5eEKc?authuser=0&hl=zh-TW&rclk=1,25.008682,121.5082042,0.2082691214216885,2.2,$1-200,98,"['價格', '炒飯', '臭', '炒青菜', '椅子', '蝦仁', '節目', '炒蛋', '小卷', '瓜子']"
反轉厚奶酥 -永和樂華,234新北市永和區永平路81巷1號 ,https://www.google.com/maps/place/%E5%8F%8D%E8%BD%89%E5%8E%9A%E5%A5%B6%E9%85%A5+-%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF/data=!4m7!3m6!1s0x3442a9d5b174b4e5:0x438023ae834ecb40!8m2!3d25.0082185!4d121.5119646!16s%2Fg%2F11l1f76ykh!19sChIJ5bR0sdWpQjQRQMtOg64jgEM?authuser=0&hl=zh-TW&rclk=1,25.0082185,121.5093897,0.0959456511613406,4.8,$1-200,67,"['伯爵', '紅茶', '抹茶', '價格', '莓果', 'QQ', '可可', '樂華夜市', '蛋黃', '酥皮']"
燈籠滷味 樂華店,234新北市永和區永平路2-1號 ,https://www.google.com/maps/place/%E7%87%88%E7%B1%A0%E6%BB%B7%E5%91%B3+%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9c2822a8f8f:0xb2faf88f9fcbd685!8m2!3d25.0087975!4d121.5139747!16s%2Fg%2F11dzdc_wh5!19sChIJj48qgsKpQjQRhdbLn4_4-rI?authuser=0&hl=zh-TW&rclk=1,25.0087975,121.5113998,0.1177144072478516,3.3,$1-400,364,"['辣', '滷汁', '王子麵', '湯', '大腸', '高麗菜', '樂華夜市', '酸菜', '衛生', '記憶']"
老鼎豐水餃王,234新北市永和區永平路145號 ,https://www.google.com/maps/place/%E8%80%81%E9%BC%8E%E8%B1%90%E6%B0%B4%E9%A4%83%E7%8E%8B/data=!4m7!3m6!1s0x3442a926e18db087:0x6f644dff376fbd84!8m2!3d25.008418!4d121.511256!16s%2Fg%2F11q4bwqlh6!19sChIJh7CN4SapQjQRhL1vN_9NZG8?authuser=0&hl=zh-TW&rclk=1,25.008418,121.5086811,0.1604670671840392,4.0,$1-200,543,"['白菜', '鮮', '牛雜', '冷麵', '酸菜', '滷味', '樂華夜市', '鳳爪', '海參', '白肉']"
小上海香酥雞（樂華店）,234新北市永和區永平路177號 ,https://www.google.com/maps/place/%E5%B0%8F%E4%B8%8A%E6%B5%B7%E9%A6%99%E9%85%A5%E9%9B%9E%EF%BC%88%E6%A8%82%E8%8F%AF%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442abef8bcc8bdf:0x18ae8ddc8131c757!8m2!3d25.009017!4d121.5105147!16s%2Fg%2F11g047vkv6!19sChIJ34vMi--rQjQRV8cxgdyNrhg?authuser=0&hl=zh-TW&rclk=1,25.009017,121.5079398,0.2399175109746548,3.5,$1-200,94,"['價格', '包', '外送', '夜市', '鹹酥雞', '涮', '骨', '粉', '梅']"
老薑汕頭麵（樂華店）-原景新店,234新北市永和區保平路18巷3-1號 ,https://www.google.com/maps/place/%E8%80%81%E8%96%91%E6%B1%95%E9%A0%AD%E9%BA%B5%EF%BC%88%E6%A8%82%E8%8F%AF%E5%BA%97%EF%BC%89-%E5%8E%9F%E6%99%AF%E6%96%B0%E5%BA%97/data=!4m7!3m6!1s0x346802762b0a10b5:0xc25750a46ce325e!8m2!3d25.0077337!4d121.5121499!16s%2Fg%2F11c1tcht0f!19sChIJtRAKK3YCaDQRXjLORgp1JQw?authuser=0&hl=zh-TW&rclk=1,25.0077337,121.509575,0.1149203725290988,4.2,$1-200,344,"['小菜', '肉燥', '滷味', '碗', '炒飯', '乾麵', '豆干', '湯麵', '油', '外帶']"
嘉味仙麻油雞腿庫飯,234新北市永和區永平路2號 ,https://www.google.com/maps/place/%E5%98%89%E5%91%B3%E4%BB%99%E9%BA%BB%E6%B2%B9%E9%9B%9E%E8%85%BF%E5%BA%AB%E9%A3%AF/data=!4m7!3m6!1s0x3442a9c2a4ae3b07:0x85cdece7a8977af8!8m2!3d25.0087883!4d121.5138729!16s%2Fg%2F1td_8cd2!19sChIJBzuupMKpQjQR-HqXqOfszYU?authuser=0&hl=zh-TW&rclk=1,25.0087883,121.511298,0.1074782050442396,4.0,$1-200,833,"['麵線', '滷肉飯', '腰子', '筍', '樂華夜市', '雞湯', '滷蛋', '褲', '豬肝湯', '皮蛋']"
樂華青島餃子館,234新北市永和區永平路81巷1號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E9%9D%92%E5%B3%B6%E9%A4%83%E5%AD%90%E9%A4%A8/data=!4m7!3m6!1s0x3442a977d5be1511:0xfb521b2c80633c8!8m2!3d25.0081193!4d121.5119458!16s%2Fg%2F11ts1ls840!19sChIJERW-1XepQjQRyDMGyLIhtQ8?authuser=0&hl=zh-TW&rclk=1,25.0081193,121.5093709,0.1024520279752744,3.2,$1-200,110,"['酸辣湯', '海鮮', '碗', '韭菜', '煮', '顏色', '內餡', '什錦', '墨西哥辣椒', '鮑魚']"
波哥500cc冷熱飲專賣攤,樂華夜市內 ,https://www.google.com/maps/place/%E6%B3%A2%E5%93%A5500cc%E5%86%B7%E7%86%B1%E9%A3%B2%E5%B0%88%E8%B3%A3%E6%94%A4/data=!4m7!3m6!1s0x3442a9c28221f591:0xb9b08a82e9cd70bc!8m2!3d25.0084739!4d121.511234!16s%2Fg%2F11h0fch4n!19sChIJkfUhgsKpQjQRvHDN6YKKsLk?authuser=0&hl=zh-TW&rclk=1,25.0084739,121.5086591,0.1621947491336535,4.1,$1-200,27,"['珍珠', '杯', '價錢', '奶茶', '紅茶', '糖', '杏仁', '傳統']"
無名雞排,234新北市永和區保平路3號 ,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E9%9B%9E%E6%8E%92/data=!4m7!3m6!1s0x3442a9c2bb806da1:0x7758afacfd245bdc!8m2!3d25.0076225!4d121.5133428!16s%2Fg%2F11c60jwk14!19sChIJoW2Au8KpQjQR3Fsk_ayvWHc?authuser=0&hl=zh-TW&rclk=1,25.0076225,121.5107679,0.1156974593033426,4.1,$1-200,177,"['甜不辣', '鹹酥雞', '排隊', '胡椒', '玉米', '傳統', '粉', '分公司', '米血', '豆乾']"
小林拉麵,234新北市永和區保福路一段25-1號 ,https://www.google.com/maps/place/%E5%B0%8F%E6%9E%97%E6%8B%89%E9%BA%B5/data=!4m7!3m6!1s0x34680353ea4f184b:0x3cc05d23c1d13538!8m2!3d25.0085247!4d121.5128262!16s%2Fg%2F11h80ltxnb!19sChIJSxhP6lMDaDQRODXRwSNdwDw?authuser=0&hl=zh-TW&rclk=1,25.0085247,121.5102513,0.0041088790962058,4.5,$200-400,441,"['魚介', '溏心蛋', '碗', '菠菜', '夜市', '道', '辣醬', '油脂', '配菜', '禮貌']"
咖哩王子,234新北市永和區永平路153號 ,https://www.google.com/maps/place/%E5%92%96%E5%93%A9%E7%8E%8B%E5%AD%90/data=!4m7!3m6!1s0x3442a9c30ef9fa19:0x2e99107042e48aaa!8m2!3d25.0086103!4d121.5110545!16s%2Fg%2F1tfl7c2_!19sChIJGfr5DsOpQjQRqorkQnAQmS4?authuser=0&hl=zh-TW&rclk=1,25.0086103,121.5084796,0.1801174918083992,4.6,$200-400,6395,"['豬排', '炒飯', '蝦仁', '雞湯', '茶碗蒸', '咖哩牛腩', '蚵', '大麥', '炒青菜', '三色豆']"
