餐廳名稱,留言者,留言者身分,留言時間,星級評等,評論內容,留言者ID
武聖夜市 阿樂牛排,sien,在地嚮導 · 19 則評論 · 13 張相片,9 個月前,1 顆星,"點餐大嬸態度極差！
遞菜單時未告知雞腿排要等候
待我們寫完菜單後，說什麼雞腿排就是要等啊！還畫雞腿排！ 菜單直接甩在桌上
當眾被罵的不知所措！

用餐前記得先看看甩態大嬸心情如何再決定是否要用餐",https://www.google.com/maps/contrib/103202857812277142603/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Halay Lee,在地嚮導 · 13 則評論 · 68 張相片,10 個月前,3 顆星,態度⋯,https://www.google.com/maps/contrib/117930386635220218173/reviews?hl=zh-TW
武聖夜市 阿樂牛排,閔,13 則評論 · 2 張相片,11 個月前,1 顆星,昨天買了鐵板麵 拉了5次肚子,https://www.google.com/maps/contrib/113083475390097470065/reviews?hl=zh-TW
武聖夜市 阿樂牛排,高寒,1 則評論,1 年前,1 顆星,"店內整體舒適度還行
夜市環境來說算乾淨、冷氣會涼

幫忙點餐的服務態度不是很好
當天不知道是醬料配置錯誤還是本來就這樣
甜到身為一個道地台南人都無法接受的甜
不誇張的說甜到抹在麵包當果醬都不違和
第一次吃牛排吃到滿滿拔絲地瓜的焦糖味

BTW牛排本身是那種每一塊都一樣形狀的重組肉",https://www.google.com/maps/contrib/107840733026907768256/reviews?hl=zh-TW
武聖夜市 阿樂牛排,56施盈如,在地嚮導 · 40 則評論 · 25 張相片,1 年前,5 顆星,玉米濃湯好好喝,https://www.google.com/maps/contrib/113642405809697431359/reviews?hl=zh-TW
武聖夜市 阿樂牛排,鄭宇宸,,1 年前,5 顆星,,https://www.google.com/maps/contrib/116055794313026198873/reviews?hl=zh-TW
武聖夜市 阿樂牛排,鄭鄭,4 則評論,1 年前,5 顆星,好吃，味道比其他牛排店還要香,https://www.google.com/maps/contrib/116524581113980684400/reviews?hl=zh-TW
武聖夜市 阿樂牛排,高鐈,在地嚮導 · 11 則評論 · 10 張相片,1 年前,1 顆星,我說，這是醫藥餐飲異業結盟了是不，從第一口到最後一口，都是滿滿的醫院消毒藥水味,https://www.google.com/maps/contrib/114235196174214619961/reviews?hl=zh-TW
武聖夜市 阿樂牛排,皮小丘,"在地嚮導 · 221 則評論 · 3,059 張相片",1 年前,5 顆星,味道還可以,https://www.google.com/maps/contrib/112293304829360984653/reviews?hl=zh-TW
武聖夜市 阿樂牛排,曾翰文,在地嚮導 · 10 則評論 · 2 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/116101605012865018936/reviews?hl=zh-TW
武聖夜市 阿樂牛排,吳拉拉（吳拉拉）,10 則評論 · 3 張相片,1 年前,1 顆星,難吃醬少 女阿桑態度差,https://www.google.com/maps/contrib/104182073404775947629/reviews?hl=zh-TW
武聖夜市 阿樂牛排,陳雅菁,在地嚮導 · 395 則評論 · 813 張相片,1 年前,5 顆星,"很多人，等比較久
口味比較清淡，
我覺得算起來有點貴欸！
因該吃一次就好啦！",https://www.google.com/maps/contrib/113313939452728163714/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Pantone 308,8 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/100291148074803970526/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Einstein Albert,在地嚮導 · 256 則評論 · 173 張相片,1 年前,1 顆星,6/24晚上，點個餐想說換一下主餐，女阿婆馬上說不行用下去了，結果過幾秒直接跟隔壁另個女阿婆說還有這樣換的唷，當下我直接回還嘴砲唷，結果結帳時居然還用手遮住說悄悄話。回去時肉整個超硬，根本無法下嚥直接丟廚餘,https://www.google.com/maps/contrib/107556542476324612004/reviews?hl=zh-TW
武聖夜市 阿樂牛排,鄭淳績,6 則評論 · 7 張相片,2 年前,5 顆星,這裡有附玉米濃湯還有古早味紅茶，尤其是他的厚切牛排入口即化，回味無窮！,https://www.google.com/maps/contrib/110095123967282045544/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Miles Chi,在地嚮導 · 15 則評論 · 212 張相片,2 年前,4 顆星,,https://www.google.com/maps/contrib/106652909116427604038/reviews?hl=zh-TW
武聖夜市 阿樂牛排,池蓮蓮,6 則評論,2 年前,1 顆星,"超不推薦！
有一位阿桑講話很不客氣！
服務態度超級差！
帶小孩去過幾次，在小北的攤位，有去都會點兩份排餐，因為小孩突然想吃，但是今天有先買了其他食物，所以只點了一份排餐，負責送餐的阿桑看到就很兇罵我們說，不准拿２份餐具，馬上把我餐具收走，我向她說小孩也需要餐具，沒餐具要怎麼吃？
她才臉很臭去拿一支叉子來，而且還用丢的丢在桌上！！！超級沒禮貌！給小孩餐具用餐是有那麼困難那麼不爽嗎？
對待客人是用這種態度哦！
我當下忍住沒和她吵，但是覺得很不高興！
去吃了幾次，菜單幾乎點過一輪，發現肉其實都很薄很硬，湯很稀，紅茶不好喝，醬是甜的，桌子醬料瓶不乾淨，地上紙巾髒亂，送餐沒照順序，很多次比我晚到的人還比我先上餐，同一位阿桑常常態度又非常差！老闆到底為什麼要請這種人來工作？？？
以後不會再去了！！！
也會叫認識的人都不要去浪費錢還莫名其妙受氣！",https://www.google.com/maps/contrib/100423765135581342032/reviews?hl=zh-TW
武聖夜市 阿樂牛排,郭明祥,在地嚮導 · 7 則評論 · 75 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/106398309535152002302/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Ii Li,在地嚮導 · 72 則評論 · 8 張相片,2 年前,5 顆星,"真的好愛黑胡椒醬和蘑菇醬的味道！
每次去都吃雞腿排
真的便宜好吃～",https://www.google.com/maps/contrib/117863929997877453164/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Ipad心,在地嚮導 · 72 則評論 · 118 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/107728813190491401235/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Lee1945 Kf14,在地嚮導 · 43 則評論 · 309 張相片,3 年前,5 顆星,,https://www.google.com/maps/contrib/113400252543657612443/reviews?hl=zh-TW
武聖夜市 阿樂牛排,品妏,在地嚮導 · 15 則評論 · 112 張相片,3 年前,1 顆星,"服務人員態度不好，只是怕會吃不完，點鐵版麵
竟然說點一個鐵版麵用講的就好…
如果你人多搞錯搞混呢?",https://www.google.com/maps/contrib/102593617215478935374/reviews?hl=zh-TW
武聖夜市 阿樂牛排,王董,在地嚮導 · 32 則評論,3 年前,2 顆星,本來是夜市吃牛排的首選，現在只剩濃湯可以喝了,https://www.google.com/maps/contrib/109499475229273954011/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Chen Yu Wen,在地嚮導 · 709 則評論 · 123 張相片,3 年前,4 顆星,普普通通,https://www.google.com/maps/contrib/116623330004254995919/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Bo Kai HUANG,在地嚮導 · 15 則評論 · 6 張相片,4 年前,5 顆星,,https://www.google.com/maps/contrib/115487331650602712837/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Bee Huang,6 則評論 · 4 張相片,4 年前,1 顆星,"環境超不衛生，老闆娘臉又超臭
生意好 就亂了手腳
要排隊也不事先講清楚，都點完餐了陸續一堆人潮都來了 才說要排隊～
請問 剛剛是在哈囉嗎！要排隊為什麼不事先講 早來的客人變得要排到最後面是怎樣！
再也不會去購買～",https://www.google.com/maps/contrib/112528073575688772840/reviews?hl=zh-TW
武聖夜市 阿樂牛排,拍什麼東西,在地嚮導 · 57 則評論 · 42 張相片,4 年前,1 顆星,"點了一個厚片
肉超小就算了
竟然還是冷的 難切又難咬
整個不行⋯",https://www.google.com/maps/contrib/112645127240405874301/reviews?hl=zh-TW
武聖夜市 阿樂牛排,凱傑,在地嚮導 · 25 則評論 · 1 張相片,4 年前,1 顆星,第一次吃到這麼難吃的夜市牛排…整塊我只吃了一口就走人了……,https://www.google.com/maps/contrib/110776498384467322956/reviews?hl=zh-TW
武聖夜市 阿樂牛排,吉吉ILOV,在地嚮導 · 51 則評論 · 31 張相片,4 年前,2 顆星,"不難吃，但遇到人多時同時接內用外帶
會手忙腳亂
今天去內用
單子填好給阿桑後
就去拿飲料
看到離飲料和湯最近的桌子
有一家人坐進來
後來我那桌附近
也有兩桌比我們晚來的有人坐了
等了一陣子
眼看比我們晚坐進來的那三桌食物都上來
我們點的都還沒送上
一整個火都來了
人多等還無所謂
比我們晚坐進來的全都來了我還在等？
跟那阿桑講
阿桑說照單子做啊
誰不知道照單子做？
我單子就拿給你，
你不知道誰比較早來誰比較晚來？
你當我坐在那裡沒眼睛看？
招呼客人招呼到不知道是西元幾年了？",https://www.google.com/maps/contrib/104645463880650415643/reviews?hl=zh-TW
武聖夜市 阿樂牛排,リョウゲツ,"在地嚮導 · 1,108 則評論 · 1,166 張相片",5 年前,4 顆星,蠻便宜的，還有飲料跟濃湯，出餐很快、生意很好，翻桌率還蠻高的,https://www.google.com/maps/contrib/105018894442514158832/reviews?hl=zh-TW
武聖夜市 阿樂牛排,chen yan-e,在地嚮導 · 227 則評論 · 40 張相片,5 年前,2 顆星,好吃 肉比較小 湯料比較少 環境可能因為人多有點髒,https://www.google.com/maps/contrib/118257654697725536169/reviews?hl=zh-TW
武聖夜市 阿樂牛排,吾朗,"在地嚮導 · 1,005 則評論 · 5,449 張相片",5 年前,4 顆星,平價的夜市牛排，濃湯可以。肉一般～,https://www.google.com/maps/contrib/108770893443134049183/reviews?hl=zh-TW
武聖夜市 阿樂牛排,小不,在地嚮導 · 175 則評論 · 276 張相片,5 年前,5 顆星,小北成功夜市也吃的到😋 …,https://www.google.com/maps/contrib/105008266548413820121/reviews?hl=zh-TW
武聖夜市 阿樂牛排,陳志偉,在地嚮導 · 131 則評論 · 216 張相片,5 年前,4 顆星,,https://www.google.com/maps/contrib/111316421081406477087/reviews?hl=zh-TW
武聖夜市 阿樂牛排,饕喀,"在地嚮導 · 307 則評論 · 2,100 張相片",5 年前,4 顆星,平價美味又好吃，是夜市裏頭的好選擇,https://www.google.com/maps/contrib/100990566717643791966/reviews?hl=zh-TW
武聖夜市 阿樂牛排,xing,在地嚮導 · 54 則評論 · 90 張相片,6 年前,5 顆星,估計是全夜市最好吃的牛排了 連配角用料都相當的不馬虎 玉米濃湯香濃順口 用料實在 牛排鮮甜且非常的嫩 加上他的煎鐵板功力 熟度完全恰到好處 連蛋都不用翻剛好半生熟 cp值超高 逛夜市必回訪店家,https://www.google.com/maps/contrib/101874709987325626524/reviews?hl=zh-TW
武聖夜市 阿樂牛排,希曦,"在地嚮導 · 1,051 則評論 · 4,512 張相片",6 年前,5 顆星,濃湯好喝👍 …,https://www.google.com/maps/contrib/105720298358300905429/reviews?hl=zh-TW
武聖夜市 阿樂牛排,Angel Chen (陳小釗),在地嚮導 · 69 則評論 · 58 張相片,6 年前,5 顆星,,https://www.google.com/maps/contrib/115693979833646027668/reviews?hl=zh-TW
武聖夜市 阿樂牛排,張方如,在地嚮導 · 99 則評論 · 235 張相片,6 年前,5 顆星,出菜很快，餐點好吃，服務態度很好。,https://www.google.com/maps/contrib/111220740916487543968/reviews?hl=zh-TW
武聖夜市 阿樂牛排,黃千芳,"在地嚮導 · 142 則評論 · 4,006 張相片",6 年前,4 顆星,平價又美味，醬汁很道地，濃湯料多，整個武聖夜市牛排最推這家。,https://www.google.com/maps/contrib/113150974843753631730/reviews?hl=zh-TW
武聖夜市 阿樂牛排,吳玉霖,5 則評論 · 1 張相片,6 年前,5 顆星,夜市平價牛排 還不錯吃,https://www.google.com/maps/contrib/115769367396823837745/reviews?hl=zh-TW
武聖夜市 阿樂牛排,路易斯米豆,"在地嚮導 · 323 則評論 · 2,130 張相片",6 年前,4 顆星,還不錯，出菜速度很快的平價牛排（鐵板）。,https://www.google.com/maps/contrib/111328180394328489161/reviews?hl=zh-TW
武聖夜市,李右辛,1 則評論 · 1 張相片,5 小時前,5 顆星,,https://www.google.com/maps/contrib/110100026500692211506/reviews?hl=zh-TW
武聖夜市,阿凱,在地嚮導 · 47 則評論 · 3 張相片,8 小時前,5 顆星,從小逛到大的老夜市,https://www.google.com/maps/contrib/113464104165313807561/reviews?hl=zh-TW
武聖夜市,WENWEN HUNG (雯雯),在地嚮導 · 25 則評論 · 47 張相片,12 小時前,5 顆星,,https://www.google.com/maps/contrib/110466687028113652724/reviews?hl=zh-TW
武聖夜市,Marc Tsai,在地嚮導 · 24 則評論 · 132 張相片,13 小時前,5 顆星,,https://www.google.com/maps/contrib/102647452750396125550/reviews?hl=zh-TW
武聖夜市,K Fan,在地嚮導 · 38 則評論 · 11 張相片,19 小時前,5 顆星,,https://www.google.com/maps/contrib/114756548383280800291/reviews?hl=zh-TW
武聖夜市,kkyur,16 則評論 · 75 張相片,19 小時前,5 顆星,這是我見過的最棒的夜市！這是一個真正的當地夜市，我們是這裡唯一的外國遊客，所以也許這就是為什麼他們甚至不會說簡單的英語，但店主都非常友好，所以我們能夠用手勢點菜和吃飯！當事情進展不順利的時候，我周圍的顧客會幫助我哈哈。相較於其他夜市，這裡的食物味道真的很棒，光是這個夜市就足以成為重返台灣的理由！,https://www.google.com/maps/contrib/110741512463923544065/reviews?hl=zh-TW
武聖夜市,佑佑田,在地嚮導 · 20 則評論 · 2 張相片,1 天前,5 顆星,,https://www.google.com/maps/contrib/116471883704830502423/reviews?hl=zh-TW
武聖夜市,xie frank,在地嚮導 · 35 則評論 · 53 張相片,1 天前,3 顆星,,https://www.google.com/maps/contrib/100492292713135648679/reviews?hl=zh-TW
武聖夜市,王Maggie,在地嚮導 · 3 則評論 · 11 張相片,1 天前,5 顆星,"夜市烤吳郭魚非常棒
洪記烤小卷新鮮好吃
阿三蚵仔煎很美味",https://www.google.com/maps/contrib/104431460708724346282/reviews?hl=zh-TW
武聖夜市,黃義驊,5 則評論 · 1 張相片,1 天前,5 顆星,,https://www.google.com/maps/contrib/102479827337513258362/reviews?hl=zh-TW
武聖夜市,潘志成,4 則評論,1 天前,4 顆星,,https://www.google.com/maps/contrib/107571010171735634234/reviews?hl=zh-TW
武聖夜市,關凱中,3 則評論 · 1 張相片,1 天前,4 顆星,夜市不錯 停車路線太塞,https://www.google.com/maps/contrib/110768544594726369070/reviews?hl=zh-TW
武聖夜市,均,在地嚮導 · 37 則評論 · 9 張相片,1 天前,4 顆星,大致上沒什麼雷區，行動支付不普及，現金交易為主。,https://www.google.com/maps/contrib/115193874468164522268/reviews?hl=zh-TW
武聖夜市,祐祐,在地嚮導 · 139 則評論 · 810 張相片,1 天前,5 顆星,好逛的夜市。,https://www.google.com/maps/contrib/111917052168150719960/reviews?hl=zh-TW
武聖夜市,Chen Jin wei,,1 天前,5 顆星,"昨天吃了一家黑色車子的臭豆腐（啵臭）
現炸的小顆還能外酥內軟（超燙要小心）
通常不吃小顆的因為怕很乾
但這家不會，泡菜還剛剛好
我還有發現老闆娘有小心思
他把泡菜裡面的辣椒把辣椒子都挑掉
變成辣椒也都變醃製過的也好吃😋
蒜頭辣椒不怕你加，店家還說 想弄多少就弄多少
不怕你吃的那種感覺就很讚！！
老闆娘都很客氣好有禮貌
逛了整條夜市 最印象深刻的就是這家了
愉快的台南夜市旅😊
還有買了2486、旗魚黑輪、烤魚、阿美嬤",https://www.google.com/maps/contrib/106897685182836847880/reviews?hl=zh-TW
武聖夜市,ina N,在地嚮導 · 40 則評論 · 15 張相片,1 天前,5 顆星,人潮很多，每次很多，遊戲很多，很棒的夜市👍 …,https://www.google.com/maps/contrib/114258262468471518702/reviews?hl=zh-TW
武聖夜市,謝中和,在地嚮導 · 40 則評論 · 41 張相片,2 天前,1 顆星,交通引導、停車場指引請一堆8+9在管，口氣真的有夠差，平時當社會亂源，現在管個停車場也可以管出優越感？真可悲,https://www.google.com/maps/contrib/101212816300015576047/reviews?hl=zh-TW
武聖夜市,柯俊男,1 則評論,2 天前,4 顆星,,https://www.google.com/maps/contrib/107572164138588221405/reviews?hl=zh-TW
武聖夜市,Nick Lin,在地嚮導 · 49 則評論 · 13 張相片,2 天前,5 顆星,現在還有不用停車費的夜市，太讚了,https://www.google.com/maps/contrib/102606701075080438133/reviews?hl=zh-TW
武聖夜市,Night wind,1 則評論,2 天前,5 顆星,,https://www.google.com/maps/contrib/111121892959403579559/reviews?hl=zh-TW
武聖夜市,焦糖拿鐵,在地嚮導 · 289 則評論 · 335 張相片,2 天前,5 顆星,"附停車場但是容易客滿！
攤位品項很多，很少重複，很多創新商品
✅地瓜球（小份）$30好吃，有地瓜香
✅拉絲糖葫蘆$70很有特色，蓬鬆綿密的糖衣
✅莉莉伯爵紅茶$40好喝，不澀，有蜂蜜香
✅鹽烤鱸魚$280，新鮮，肉嫩多汁，現烤有燙
❌不推車輪餅，口味多，吃起來普通，皮脆，內餡不優，服務態度也不好，一直和裡面的人聊天，很不尊重客人..
✅排骨酥（中）$100 ，很香很入味，還有免費的脆脆可以自己裝，超讚！脆脆好吃！
✅沙威瑪$50 麵包外皮有烤脆 非常好吃👍",https://www.google.com/maps/contrib/115864517119136772736/reviews?hl=zh-TW
武聖夜市,于昊群,在地嚮導 · 16 則評論 · 3 張相片,2 天前,4 顆星,覺得可以,https://www.google.com/maps/contrib/113003871259291503000/reviews?hl=zh-TW
武聖夜市,Vivian Yang (SD BWL),在地嚮導 · 32 則評論 · 66 張相片,2 天前,3 顆星,,https://www.google.com/maps/contrib/114569936514907837291/reviews?hl=zh-TW
