餐廳名稱,留言者,留言者身分,留言時間,星級評等,評論內容,留言者ID
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Dora Tseng,7 則評論 · 7 張相片,1 年前,5 顆星,醉雞好吃又入味，每週必買下酒菜👍 …,https://www.google.com/maps/contrib/109007525195448189674/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,翁SuNnY,在地嚮導 · 10 則評論 · 16 張相片,1 年前,5 顆星,好吃喔,https://www.google.com/maps/contrib/100917190074478067091/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,洪東源,在地嚮導 · 39 則評論 · 28 張相片,1 年前,5 顆星,好吃！ ！,https://www.google.com/maps/contrib/106364158252827837437/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,薛詠馨,8 則評論,2 年前,5 顆星,很新鮮又超好吃 肉很嫩 這間的份量給的特別多 吃不完😂 …,https://www.google.com/maps/contrib/117947703116775233684/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,芷妍,6 則評論 · 1 張相片,2 年前,5 顆星,讚,https://www.google.com/maps/contrib/101596369126561068447/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Shih Sandra,在地嚮導 · 31 則評論 · 35 張相片,2 年前,5 顆星,"雞肉好吃👍🏻
菜多樣 …",https://www.google.com/maps/contrib/107983092979855285757/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,高碩辰,在地嚮導 · 30 則評論 · 8 張相片,2 年前,5 顆星,店面很乾淨～推推！,https://www.google.com/maps/contrib/109350939197655515401/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,江仲耀,5 則評論 · 1 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/112952442389888999429/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,高頌齊,3 則評論 · 10 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/113227693610362274238/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Demeter Brilliant,1 則評論,2 年前,5 顆星,,https://www.google.com/maps/contrib/100786367485462123537/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,王安安,在地嚮導 · 22 則評論 · 30 張相片,2 年前,5 顆星,服務超好！有來花園ㄧ定要來,https://www.google.com/maps/contrib/102999296225647048000/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Doris,16 則評論 · 6 張相片,2 年前,5 顆星,首次買，好吃！,https://www.google.com/maps/contrib/100362631308320439364/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,自在生活,在地嚮導 · 28 則評論 · 16 張相片,2 年前,5 顆星,有提供多元支付，也有很特別的醉雞，值得去,https://www.google.com/maps/contrib/111972595380511552264/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Sydni Su,在地嚮導 · 23 則評論 · 30 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/115524576865182328137/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,青小姐,9 則評論 · 4 張相片,2 年前,5 顆星,一定很好吃～,https://www.google.com/maps/contrib/116258068135336168981/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,蘇晴,17 則評論 · 3 張相片,2 年前,5 顆星,親切介紹 餐點多元,https://www.google.com/maps/contrib/108332218300268887989/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,楊詠璇,,2 年前,5 顆星,,https://www.google.com/maps/contrib/109329327827706259976/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,張旭嘉,在地嚮導 · 33 則評論 · 19 張相片,2 年前,5 顆星,戰鬥g,https://www.google.com/maps/contrib/100011676419342779800/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,葉婷,15 則評論 · 3 張相片,2 年前,5 顆星,好吃100分,https://www.google.com/maps/contrib/110630685848908418081/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,張新鴻,在地嚮導 · 16 則評論 · 19 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/118042818112262838984/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,邱禹睿,在地嚮導 · 6 則評論 · 7 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/108453369577517140675/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Kyle Lin,,2 年前,5 顆星,,https://www.google.com/maps/contrib/116157981840863318557/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,張嘉容,15 則評論 · 4 張相片,2 年前,5 顆星,好吃好好吃😆 …,https://www.google.com/maps/contrib/112979677753874565392/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,邱,在地嚮導 · 15 則評論 · 6 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/114973958158924159195/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Frank Hsieh,在地嚮導 · 38 則評論 · 357 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/100585205845898095012/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,家豪范,在地嚮導 · 18 則評論 · 3 張相片,2 年前,5 顆星,Cp值高❤️,https://www.google.com/maps/contrib/115100070159576085203/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,王宥甯,在地嚮導 · 23 則評論 · 8 張相片,2 年前,5 顆星,讚喔,https://www.google.com/maps/contrib/111265483486912887071/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,W W,在地嚮導 · 74 則評論 · 242 張相片,2 年前,5 顆星,讚啦，好吃😋加盟第一好選擇！ …,https://www.google.com/maps/contrib/107068037637307808779/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Ting Yee,在地嚮導 · 22 則評論 · 28 張相片,2 年前,5 顆星,這個好吃！,https://www.google.com/maps/contrib/107807456379317371740/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,蕭盛仁,5 則評論 · 4 張相片,2 年前,5 顆星,"消費滿100+5星
送好禮哦",https://www.google.com/maps/contrib/104510766438075685564/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,美君,6 則評論 · 2 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/112314454436221176301/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,邱亦彤,10 則評論 · 5 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/116057565951861616367/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,安千璃,3 則評論 · 1 張相片,2 年前,5 顆星,好吃,https://www.google.com/maps/contrib/106226359869062062602/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,董仲閎,7 則評論,2 年前,5 顆星,非常好吃！,https://www.google.com/maps/contrib/103436122007574600935/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,吳橘子,17 則評論 · 1 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/101546149916339132301/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,林彥廷,,2 年前,5 顆星,,https://www.google.com/maps/contrib/114532055019600200366/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,洪珮玲,在地嚮導 · 14 則評論 · 1 張相片,2 年前,5 顆星,讚哦！豐富菜色,https://www.google.com/maps/contrib/110396478808184038066/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,我小傅啦,17 則評論 · 1 張相片,2 年前,5 顆星,超讚 老闆親切和善讚讚讚,https://www.google.com/maps/contrib/109367113824280903536/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,郭宓宓,在地嚮導 · 31 則評論 · 29 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/106454518712528175023/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Zhou,8 則評論 · 1 張相片,2 年前,5 顆星,好吃,https://www.google.com/maps/contrib/108594040878529953849/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,林小雞alan,7 則評論 · 1 張相片,2 年前,5 顆星,好吃,https://www.google.com/maps/contrib/106649217772684184521/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,簡柏羽,2 則評論,2 年前,5 顆星,非常好吃，雞很嫩,https://www.google.com/maps/contrib/116451135707871055164/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,枇杷公主,在地嚮導 · 23 則評論 · 4 張相片,2 年前,5 顆星,好吃好吃,https://www.google.com/maps/contrib/115917809152268010961/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Liou Yiwei,6 則評論 · 2 張相片,2 年前,5 顆星,今天買了一份，結果，沒有肉啊⋯⋯不是消費多少，而是當下打開要享用的時候沒有肉，打去客服那邊，處理速度很快，還幫我外送到府，我覺得好的店家要給他們鼓勵，而不是在網路上表達不滿，至少店家願意解決，這才是重點，不得不說 這服務態度真的很棒，食材也處理的很乾淨，東西好吃😋，祝戰鬥雞 生意興隆🈵️ …,https://www.google.com/maps/contrib/113135627907827351399/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,張仁靜,8 則評論 · 2 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/101013769770893995436/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,Chung Wei Che,在地嚮導 · 19 則評論 · 8 張相片,2 年前,5 顆星,好吃！,https://www.google.com/maps/contrib/105939052598727694179/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,余筱茹,4 則評論 · 1 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/101527330182260663451/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,吳清華,11 則評論,2 年前,5 顆星,,https://www.google.com/maps/contrib/115176209631324438368/reviews?hl=zh-TW
戰鬥雞 油雞/醉雞 台南北區花園夜市創始店 ｜涼拌鮮雞｜鮮燙蔬菜｜泰式酸辣｜必吃油雞｜人氣醉雞｜健身運動｜健康餐盒｜增肌減脂｜外帶美食｜特色小吃｜台南美食推薦,張祐綺,在地嚮導 · 27 則評論 · 4 張相片,2 年前,1 顆星,今天在東區保華夜市買了四個蔬菜。想說買兩個雞心來吃  我吃下去整個是粉的。痾。而且還有點點酸。而且蠻貴的。有嚇到。我餵我男友吃半個雞心。他也是馬上吐掉 說口感怪怪的。  下次還是去買一般鹽水雞就好。不要給熬^_^,https://www.google.com/maps/contrib/103013151278079761113/reviews?hl=zh-TW
